CustCode	Name	Date of Birth	Postcode	Validuntil
C4789Bris	Graciela Shoun	26/06/1954	4074	
C478Bris	Hengky Ng Daniel	17/07/1961	4038	
C4790Bris	Hanny Andrew	2/02/1998	4071	
C4791Bris	Elizabeth Kalyanaraman	10/08/1976	4157	
C4794Bris	Hani Mulki	31/10/1967	4099	
C4797Bris	Clarence On	14/07/1998	4054	
C479Bris	Shreyak Gray Daniel	14/09/2000	4079	
C47Bris	Fei Kumar Anhal	29/04/1964	4156	
C4801Bris	Hendry Toeng	12/12/1978	4012	
C4802Bris	Shell Adam	10/08/1953	4058	
C4805Bris	Kenneth King	6/04/1989	4150	
C4807Bris	Eng Cesar	4/04/1999	4152	
C4808Bris	Anna Li	25/12/1963	4064	
C4810Bris	Chi Huat	8/06/1977	4142	
C4813Bris	Deko Fang	4/04/1978	4073	
C4814Bris	Alexis Yau	12/10/1956	4129	
C4815Bris	Marie Thurecht	25/01/1995	4155	
C4816Bris	Kanok Louis	19/03/1956	4142	
C4817Bris	Henry Ruth	28/02/2000	4131	
C4819Bris	Wen Elizabeth	31/08/1966	4121	
C4827Bris	Ganglei Jun	8/03/1984	4000	
C482Bris	Daniel Renato Darren	14/01/1995	4009	
C4831Bris	Sang Huu	30/08/1977	4159	
C4834Bris	Sirui Sun	17/06/1993	4019	
C4835Bris	Nathan Ting	3/07/2000	4053	
C4836Bris	Timothy Pou	25/06/1959	4008	
C4837Bris	Alvin Quang	15/08/1998	4099	
C4838Bris	Matthew Kanjanabutr	8/10/1984	4044	
C4839Bris	Qi Kang	7/03/1982	4154	
C4840Bris	Michael Loong	20/02/1953	4132	
C4842Bris	Tsz Tan	17/09/1993	4154	
C4843Bris	Ying Chia	3/10/1983	4158	
C4844Bris	Alboni Shaker	1/04/1963	4032	
C4847Bris	Yue Sophia	11/02/1951	4068	
C484Bris	Penelope Jose Darren	23/02/1998	4079	
C4850Bris	Clarence Zoma	8/07/1975	4018	
C4854Bris	Hongtao Yek	30/05/2000	4045	
C4855Bris	Su-Yee Hovelt	9/12/1951	4033	
C4858Bris	Yani Qu	28/04/1957	4137	
C485Bris	Arun Farn Darren	9/01/1989	4007	
C4860Bris	Raymond Fu	13/01/1953	4067	
C4861Bris	Vinoth Sie	16/04/1979	4056	
C4863Bris	Mohd Chiat	10/08/1983	4097	
C4866Bris	Ling Yusuf	24/10/1959	4068	
C4867Bris	Natasha Lekha	28/09/1985	4131	
C4868Bris	Claudia Schmidt	17/03/1960	4121	
C4869Bris	Wu Fu	23/10/1956	4149	
C4870Bris	Xiao Yin	15/12/1964	4069	
C4872Bris	Tze Victor	17/01/1991	4120	
C487Bris	Henni Michael Daswani	22/12/1952	4092	
C4880Bris	Robert Nishimoto	18/08/1959	4063	
C4884Bris	Mun Rivera	14/11/1955	4133	
C4887Bris	Jiacheng Fernanda	24/01/1998	4153	
C4888Bris	Anita Tong	25/07/1991	4124	
C4889Bris	Ning Kim	11/07/1995	4009	
C4890Bris	Renji Vainshtein	23/05/1962	4099	
C4891Bris	Yue Le	27/03/2000	4149	
C4892Bris	Huan Sasha	17/10/1951	4101	
C4893Bris	Suong Vitti	18/04/1995	4061	
C4895Bris	Muhammad Narang	14/03/1995	4084	
C4896Bris	Christopher Dean	24/03/1964	4023	
C4897Bris	Dharmapoetra Salinas	9/09/1995	4070	
C48Bris	David Mark Annett	21/07/1995	4159	
C4900Bris	Tou Lakshmi	14/06/1999	4154	
C4903Bris	Shreyak Bergman	14/11/1997	4049	
C4907Bris	Vonny Carolyn	19/03/1961	4134	
C4908Bris	Elizabeth Ch'ien	26/09/1981	4023	
C490Bris	Kwan Pham Daswani	21/09/1983	4113	
C4911Bris	Xingyu Cottrell	6/03/1994	4075	
C4913Bris	Chao Crosling	5/08/1992	4064	
C4914Bris	Benny Subagio	1/12/1969	4146	
C4916Bris	Jaime Wei	26/05/1951	4074	
C4919Bris	Sumeet Keina	2/06/1991	4024	
C491Bris	Nathalie Ahmed Daswani	28/05/1999	4132	
C4920Bris	Yee Sun	9/02/1962	4014	
C4921Bris	Hock Heng	25/04/1960	4051	
C4922Bris	Liangxi Kaimakamis	2/06/1960	4157	
C4923Bris	Rocio Ismail	23/01/1959	4136	
C4925Bris	Yingshuang Yin	25/04/1986	4109	
C492Bris	Nicholas William David	11/02/1993	4054	
C4933Bris	Tatag Berlin	6/12/1957	4148	
C4937Bris	Hendry Mohd	9/08/1962	4148	
C493Bris	Limelda Lin David	29/09/1952	4131	
C4940Bris	Chuyang Anh	29/04/1984	4094	
C4941Bris	Chengyang Kee	13/05/1971	4014	
C4942Bris	Jaratpon Mariola	13/09/1958	4049	
C4943Bris	Rogine Rodney	31/01/1972	4108	
C4944Bris	Craig Boon	11/01/1988	4148	
C4945Bris	Vivek Hoa	2/10/1952	4017	
C4946Bris	Lilly Charles	30/11/1985	4083	
C4948Bris	Kathleen Leng	13/07/1973	4136	
C4949Bris	Fang Luther	15/04/1967	4029	
C494Bris	Chor Chen David	21/11/1954	4051	
C4950Bris	Zheo Soerjono	19/04/1985	4100	
C4953Bris	Tengteng Matthew	12/11/1960	4050	
C4956Bris	Chris Birleson	8/08/1957	4157	
C4960Bris	Daniel Halim	13/12/1992	4122	
C4961Bris	Pushan Hesketh	13/02/1960	4126	
C4964Bris	Debojyoti Halim	6/06/1961	4124	
C4966Bris	Kai John	5/07/1955	4077	
C4967Bris	Tomohito Hong	13/03/1999	4046	
C4969Bris	Nga Kei	23/12/1984	4119	
C496Bris	Peter Narang De	15/06/1973	4129	
C4972Bris	Nishant Lakshmi	1/01/1953	4070	
C4973Bris	Emily Ling	7/12/1972	4054	
C4974Bris	Waleed Tjondro	3/09/1953	4110	
C4975Bris	Szu-Yu Andrew	13/08/1960	4041	
C4976Bris	Yenny Hng	17/06/1989	4126	
C4978Bris	Wing Ye	4/02/1982	4126	
C4986Bris	Dean Kei	3/07/1986	4037	
C4990Bris	Rui Phuong	20/01/1951	4094	
C4993Bris	Ching Ng	30/04/1959	4052	
C4994Bris	Emine Nicholas	13/05/1994	4090	
C4995Bris	Elizabeth Kian	30/04/1994	4051	
C4996Bris	Ganglei Ho	31/07/1959	4107	
C4997Bris	Dewi Julie	20/05/1961	4131	
C4998Bris	Raymond Leng	23/10/1959	4043	
C4999Bris	Eugene James	28/04/1955	4080	
C49Bris	Alvina Chee Annette	28/01/1958	4137	
C5001Bris	Huan Kian	11/12/1958	4124	
C5002Bris	Denis Raso	10/01/1964	4034	
C5003Bris	Renji Abdusebur	2/10/1985	4089	
C5006Bris	Yuanxi Samarasekera	16/04/1979	4084	
C5009Bris	Juan John	14/09/1997	4044	
C5013Bris	Chang Tsomaropoulos	12/01/1957	4111	
C5014Bris	Purwoko Heng	3/12/1959	4112	
C5017Bris	Hanny Yoong	28/09/1952	4133	
C5019Bris	Sherin Ee	15/06/1977	4091	
C5020Bris	Christine Quang	9/08/1958	4048	
C5022Bris	Sam Andrew	21/05/1975	4037	
C5025Bris	Jenny Maratt	5/02/1993	4151	
C5026Bris	Hsiao Lakshmi	13/04/1970	4051	
C5027Bris	Dewi Yi	31/03/1969	4151	
C5028Bris	Haliyusswanee Bello	24/07/1954	4071	
C5029Bris	James Eddes	16/04/1977	4046	
C5031Bris	Dinni Chin	8/11/1976	4151	
C5039Bris	Winnie Phong	12/05/1993	4073	
C543Bris	Evan Hun Dip	22/01/1959	4030	
C544Bris	Yeuksze Liang Earle	11/01/1997	4011	
C545Bris	Sam Suresh Dip	31/07/1955	4049	
C547Bris	Mei Kalyanaraman Earle	7/03/1954	4003	
C555Bris	Louise Wong Elton	10/06/1999	4059	
C559Bris	Claudia Ng Dip	24/10/1996	4008	
C55Bris	Kwet Kaur Annett	30/12/1978	4033	
C562Bris	Denis Wu Elton	1/11/1981	4102	
C563Bris	Tseu Keung D'Mello	13/05/1972	4048	
C564Bris	Yani Li Eddes	14/03/2000	4139	
C565Bris	Richard Wey Elton	8/05/1977	4095	
C566Bris	Teng Lui D'Mello	26/04/1955	4103	
C567Bris	Vincent Madra Eddes	30/03/1963	4150	
C568Bris	Jim Luan Elton	23/02/1978	4091	
C570Bris	David Lekha Dsouza	7/02/1955	4025	27/03/2018
C570Bris	David Lekha Dsouza	18/04/1959	4063	
C571Bris	Chieh Lee Eileen	1/03/1963	4129	
C574Bris	Brendan Luwee Emily	23/10/1998	4132	
C577Bris	Benjamin Chandler Emily	30/08/1962	4008	
C581Bris	King Shen-Han Emily	21/06/1982	4150	
C582Bris	Valentina Lee Dsouza	27/01/1954	4125	
C585Bris	Chor Christian Eva	7/05/1958	4016	
C587Bris	Haiyan Jose Ellen	16/03/1951	4019	
C588Bris	Hendry Griffith Eva	2/09/1972	4098	
C590Bris	Anne Singh Fai	15/07/1998	4075	
C593Bris	Deepam Khoo Ellen	30/03/1957	4075	
C594Bris	Hsiao Chan Fai	3/03/1951	4132	
C595Bris	Mel Christopher Entwisle	13/01/1990	4124	
C596Bris	Cheuk Yau Ellen	3/03/1953	4070	
C597Bris	Jorge Roy Fai	14/08/1955	4038	
C599Bris	Jie Li Fai	5/08/1976	4159	
C59Bris	Herman Jamil Annett	14/05/1962	4002	
C607Bris	Christine Akhmetjanova Eva	9/09/1982	4134	
C60Bris	Hok Patricio Arango	4/07/1952	4104	
C611Bris	Robert Kang Fang	19/06/1987	4064	
C614Bris	Clarence Lin Farid	30/04/1974	4074	
C615Bris	Yu Macnally Fan	7/03/1993	4077	
C616Bris	Rhiannon Alihos Fan	15/04/1980	4046	
C617Bris	Yue Itthianuwat Farid	14/11/1973	4135	
C618Bris	Alex Jain Fan	1/01/1954	4027	
C619Bris	Xueyang Sze Farid	11/04/1960	4031	
C620Bris	Timothy Cameron Fan	27/08/1999	4157	
C622Bris	Qi Bernadette Fan	17/06/1951	4043	
C623Bris	Yue Elizabeth Fatima	8/04/1972	4043	
C624Bris	Bo-Youn Nishimoto Fatima	3/10/1956	4136	
C627Bris	Yuen Clare Fatima	13/08/1984	4084	
C630Bris	Keat Schmidt Fatima	28/04/1984	4043	
C634Bris	Cynthia Beng Ferradas	8/02/1962	4089	
C635Bris	Li Paul Fong	28/11/1958	4003	
C638Bris	Tristram Matthew Fong	5/08/1959	4036	
C63Bris	Dean Liu Armansyah	12/07/1955	4070	
C640Bris	Nouras Daniel Ferradas	18/01/1987	4055	
C641Bris	Teck Palaniappan Fong	3/09/1963	4082	
C643Bris	Sreenath Gordon Fong	15/04/1998	4091	
C646Bris	Elisa Mena Foong	14/01/1961	4120	
C647Bris	Matthew Chiu Florence	7/01/1955	4154	
C648Bris	Md Tse Fong	26/08/1964	4103	
C649Bris	Qorib Ahmed Forema	27/06/1951	4003	
C650Bris	Chek Phung Florence	28/07/1965	4059	
C652Bris	Yu Leong Forema	23/10/1951	4112	
C65Bris	Nidah Errol Arthur	19/02/1957	4134	
C660Bris	Hongtao Yiu Forema	26/02/1999	4024	
C664Bris	Gonzalo Nhu Fong	6/06/1966	4156	
C667Bris	Zhanibek Tan Foong	31/01/1997	4121	
C668Bris	Li Salinas Foong	10/03/1951	4012	
C669Bris	Qi Liang Fraser	25/01/1953	4091	
C66Bris	Aleck Heng Arthur	6/09/1997	4142	
C670Bris	Armando Fan Fung	5/10/1952	4142	
C671Bris	Di Macnally Galarza	5/08/1954	4066	
C672Bris	Serey Elizabeth Fraser	14/09/1952	4026	
C673Bris	Phew Francisco Fraser	25/06/1984	4122	
C675Bris	Privantha Heng Galarza	25/12/1968	4060	
C676Bris	Rogine Hemant Fraser	17/05/1996	4155	
C677Bris	Benjamin Joan Galarza	16/07/1978	4099	
C680Bris	Nathalia She Fu	13/05/1977	4109	
C683Bris	He Lin Gan	28/05/1987	4029	
C687Bris	Cheryl Ting Fung	2/12/1986	4115	
C688Bris	Ling Shen Gan	27/06/1979	4088	
C68Bris	Yee Xu Arthur	31/10/1985	4065	
C691Bris	Wael Yu Gelfand	30/11/1965	4032	
C693Bris	Wing Brian Gan	11/03/1953	4104	
C694Bris	David Phoa Gene	29/05/1985	4140	
C696Bris	Gunawan Ilana Garg	4/12/1961	4069	
C699Bris	Kuan-Yu Chew Gene	13/05/1966	4032	
C6Bris	Yi James Aggarwal	4/11/1995	4064	
C700Bris	Cary Shakespeare Gong	28/07/1961	4131	2/12/2017
C700Bris	Cary Shakespeare Gong	28/07/1961	4099	
C701Bris	Xianghong Ying Garg	13/09/1954	4082	
C702Bris	Hok Bhandari Garg	5/04/1959	4073	
C704Bris	Li Scott Garg	11/10/1969	4075	
C712Bris	Hong Chua Gin	26/03/1988	4014	
C716Bris	Bari Maria Gin	1/04/2000	4125	
C719Bris	Nima Radcliffe Gin	11/03/1977	4076	
C71Bris	Arun Leung Arthur	17/11/1976	4086	
C720Bris	Irena Carrera Goh	15/04/1998	4115	
C721Bris	Louisa Ellen Gin	17/11/1967	4059	
C722Bris	Cho Stevens Goh	1/09/1997	4100	
C723Bris	Mei Yenny Goh	26/10/1953	4101	
C724Bris	Peijia Gregorius Goh	24/07/1988	4050	
C725Bris	Stephen Louis Goh	27/08/2000	4035	
C727Bris	Yusuf Yin Goh	14/03/1960	4111	
C728Bris	Audrey Patricio Goi	29/12/1966	4109	
C729Bris	Bree Tong Goh	29/12/1997	4016	
C72Bris	Bo Kaur Arthur	7/02/2000	4048	
C732Bris	Louisa Danbo Goldberg	18/08/1957	4099	
C735Bris	Samant Anne Gomez	15/07/1980	4141	
C739Bris	Li Zhou Granda	2/05/1955	4085	
C73Bris	Xiaodan Ting Arthur	17/03/1977	4113	
C740Bris	Yili Chiu Granda	19/07/1999	4146	
C743Bris	Suong Moss Grattidge	14/01/1971	4091	
C745Bris	I-Jane Wing Gray	2/01/1959	4014	
C746Bris	Pearl Elizabeth Green	10/12/1954	4034	
C748Bris	Ka Fitradi Green	14/01/1976	4097	
C74Bris	Peng Stephens Arthur	8/10/1997	4139	
C751Bris	Jacqueline Paul Gregorius	5/07/1974	4098	
C752Bris	Simon Soni Griffith	1/04/1988	4038	
C753Bris	Mun Cameron Griffith	18/07/1965	4082	
C754Bris	Zheng Rodney Grinberg	14/11/1956	4014	
C755Bris	Sherin Heng Grinberg	2/01/1993	4002	
C757Bris	Kita Che-Ho Gutjahr	15/01/1994	4079	
C75Bris	Andrew Daswani Arthur	9/11/1968	4005	
C764Bris	Risa Ying Halim	5/04/1996	4023	
C831Bris	Dinni Sun Ho	12/08/1962	4127	
C832Bris	Sally Koay Ho	10/08/1987	4118	
C833Bris	Leonard Chia Ho	15/03/1972	4138	
C836Bris	Mun Chi-Nga Ho	9/11/1956	4088	
C839Bris	Jeremy Pichumani Ho	26/04/1953	4086	
C843Bris	Pik Lai Ho	25/09/1956	4112	
C844Bris	Emily Elizabeth Ho	3/05/1957	4152	
C847Bris	Yixin Li Ho	9/02/1954	4001	
C849Bris	Matthew Taylor Ho	21/08/1963	4052	
C84Bris	James Christopher Bai	25/04/1980	4058	
C850Bris	Phillip Edward Hocking	12/10/1954	4019	
C852Bris	Tianyi Devina Ho	21/10/1958	4078	
C855Bris	Eka Hsia Ho	15/12/1987	4078	
C856Bris	Kamia Yin Ho	2/07/1952	4072	
C857Bris	Ricky Jiri Hodder	12/05/1956	4154	
C858Bris	Kalyan Harutyunyan Ho	21/01/1949	4036	
C859Bris	Weng Ng Hollingworth	24/03/1957	4087	
C861Bris	Paul Brian Holmes	9/04/1952	4000	
C869Bris	Jun Yuen Holmes	27/09/1955	4016	
C873Bris	Peta Dian Holmes	25/11/1958	4016	
C876Bris	Ting Ali Hope	21/01/1964	4009	
C877Bris	Ka Khanna Hope	16/10/1969	4131	
C878Bris	Weng Anthony Hope	9/04/1992	4068	
C879Bris	Ming Au Hope	13/08/1986	4140	
C880Bris	Shenn Wong Hope	24/11/1998	4122	
C881Bris	Ka Huu Hope	20/06/1998	4047	
C882Bris	Yu Zenon Hossain	17/02/1997	4029	
C884Bris	Tiehua Caceres Hossain	14/07/1959	4102	
C885Bris	Martin Pou Houghton	14/12/1948	4142	
C886Bris	Chenguang Andrew Houghton	18/09/1974	4057	
C889Bris	Anthony Wiltshire Hovelt	4/04/1991	4118	
C88Bris	Peter Leung Bairstow	11/10/1981	4063	
C892Bris	Mengxue Gerald How	22/09/1953	4075	
C896Bris	Cary George Hsu	26/09/1954	4129	
C897Bris	Stephen Widjaya Hsu	14/06/1983	4148	
C900Bris	Jason Wilfrid Hsueh	27/12/1970	4018	
C902Bris	Shreyak Kin Hu	28/09/1974	4011	
C903Bris	Sang Wing Hu	1/10/1976	4005	
C905Bris	Bin Cesar Hu	3/10/1965	4027	
C908Bris	Kerry Anthony Hua	12/07/1953	4092	
C909Bris	Robin Mecoles Huan	31/07/1997	4099	
C910Bris	Mei Xu Huang	1/05/1960	4145	
C911Bris	Dong Phoa Huang	25/03/1999	4103	
C912Bris	Tze Matheu Hume	24/04/1955	4092	
C914Bris	Cheuk Salim Hume	15/09/1995	4111	
C91Bris	Weijia Afizi Balgovind	4/11/1955	4132	
C922Bris	Chih-En Ho Hussain	16/10/2000	4063	
C926Bris	Arun Sia Irawan	28/05/1992	4054	
C929Bris	Tatag Zhang Iskander	14/08/1957	4118	
C92Bris	Chee Ho Balgovind	9/06/1958	4085	
C930Bris	Mohd Himanshu Iskander	23/05/1981	4144	
C931Bris	Shangzhen Fitradi Iaroslavski	19/01/1976	4079	
C932Bris	Jennifer Leong Iskander	6/02/2000	4010	
C933Bris	Jinming James Iaroslavski	8/08/1973	4143	
C934Bris	Angel Ling In	25/06/1982	4086	
C935Bris	Herman Devidas Iskander	2/09/1989	4075	
C937Bris	Urmila Kuang-Fu Iskander	15/07/1962	4070	
C938Bris	Maithm Soon In	18/07/1986	4062	
C939Bris	Sok Leong Iskander	7/11/1954	4000	
C93Bris	Eric Ling Balgovind	29/08/1954	4117	
C942Bris	David Tjio Jacky	25/04/1960	4105	
C945Bris	Hock Isabel Jacky	26/02/1997	4147	
C949Bris	Marcus Haq James	21/10/1983	4044	
C94Bris	Yunlong Chan Bansal	1/11/1980	4111	
C950Bris	Penelope Shaker Jani	13/11/2000	4017	
C953Bris	Jono Ang Jani	8/12/1986	4133	
C955Bris	Robert Tjondro Jarvis	29/11/1991	4078	
C956Bris	Haliyusswanee Matthew Ji	21/06/1998	4006	
C958Bris	Sarah Robertson Ji	14/05/1969	4106	
C95Bris	Mark Suliman Bansal	23/12/1973	4116	
C961Bris	Serey Tokura Ji	8/08/1995	4027	
C962Bris	Gustavo Wilfrid Jia	13/01/1961	4069	
C963Bris	Gunawan Lok Jia	12/04/1959	4079	
C964Bris	Bill Junior Jia	26/12/1999	4025	
C965Bris	Kevin Afizi Jia	10/10/1996	4000	
C967Bris	Kian Vipinchandra Jia	20/10/1960	4140	
C96Bris	Tze Dewi Bansal	25/10/1957	4148	
C975Bris	Melissa Chan Johnstone	27/05/1958	4098	
C979Bris	Kandeepan Du Jonathan	7/06/1965	4038	
C97Bris	Hooi-Ling Kit Bao	11/11/2000	4141	
C982Bris	Ching Ng Juliana	26/05/1963	4123	
C983Bris	Denis Deng Jonathan	13/12/1999	4063	
C984Bris	Teck Arjun Jones	27/02/1951	4002	
C985Bris	Yu Fabricio Juliana	8/02/1966	4024	
C986Bris	Li Nicholas Jones	11/02/1959	4077	
C987Bris	Rhiannon Chek Juliana	3/08/1979	4089	
C988Bris	Anjan Ng Jones	25/09/1968	4026	
C990Bris	Anna Sarll Jones	2/05/1953	4041	
C991Bris	Phew Chi Jun	19/06/1994	4023	
C992Bris	Jeffrey Luo Jun	21/06/1999	4034	
C995Bris	Bo-Youn Siok Jun	27/12/1959	4041	
C998Bris	Waleed Chan K	13/01/1964	4062	
C99Bris	Richard Shahir Baohm	20/02/1960	4027	
